1101	Fire Vulnerability Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1102	Fire Vulnerability Self VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1104	Fire Vulnerability Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1105	Fire Vulnerability Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1106	Fire Vulnerability Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1107	Fire Vulnerability Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1108	Fire Vulnerability Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1109	Blade Protection Self I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1110	Blade Protection Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1111	Blade Protection Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1112	Blade Protection Self IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1113	Blade Protection Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1114	Blade Protection Self VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1115	Blade Protection Other I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1116	Blade Protection Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1117	Blade Protection Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1118	Blade Protection Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1119	Blade Protection Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1120	Blade Protection Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1121	Blade Vulnerability Self I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1122	Blade Vulnerability Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1123	Blade Vulnerability Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1124	Blade Vulnerability Self IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1125	Blade Vulnerability Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1126	Blade Vulnerability Self VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1127	Blade Vulnerability Other I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1128	Blade Vulnerability Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1129	Blade Vulnerability Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1130	Blade Vulnerability Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1131	Blade Vulnerability Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1132	Blade Vulnerability Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1133	Piercing Protection Self I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1134	Piercing Protection Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1135	Piercing Protection Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1136	Piercing Protection Self IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1137	Piercing Protection Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1138	Piercing Protection Self VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1139	Piercing Protection Other I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1140	Piercing Protection Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1141	Piercing Protection Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1142	Piercing Protection Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1143	Piercing Protection Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1144	Piercing Protection Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1145	Piercing Vulnerability Self I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1146	Piercing Vulnerability Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1147	Piercing Vulnerability Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1148	Piercing Vulnerability Self IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1149	Piercing Vulnerability Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1150	Piercing Vulnerability Self VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1151	Piercing Vulnerability Other I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1152	Piercing Vulnerability Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1153	Piercing Vulnerability Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1154	Piercing Vulnerability Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1155	Piercing Vulnerability Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1156	Piercing Vulnerability Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1157	Heal Self II	NULL	128	NULL	NULL	15	NULL	NULL	NULL
1158	Heal Self III	NULL	128	NULL	NULL	20	NULL	NULL	NULL
1159	Heal Self IV	NULL	128	NULL	NULL	30	NULL	NULL	NULL
1160	Heal Self V	NULL	128	NULL	NULL	45	NULL	NULL	NULL
1161	Heal Self VI	NULL	128	NULL	NULL	55	NULL	NULL	NULL
1162	Heal Other II	NULL	128	NULL	NULL	15	NULL	NULL	NULL
1163	Heal Other III	NULL	128	NULL	NULL	20	NULL	NULL	NULL
1164	Heal Other IV	NULL	128	NULL	NULL	30	NULL	NULL	NULL
1165	Heal Other V	NULL	128	NULL	NULL	45	NULL	NULL	NULL
1166	Heal Other VI	NULL	128	NULL	NULL	55	NULL	NULL	NULL
1167	Harm Self II	NULL	128	NULL	NULL	-7	NULL	NULL	NULL
1168	Harm Self III	NULL	128	NULL	NULL	-10	NULL	NULL	NULL
1169	Harm Self IV	NULL	128	NULL	NULL	-16	NULL	NULL	NULL
1170	Harm Self V	NULL	128	NULL	NULL	-23	NULL	NULL	NULL
1171	Harm Self VI	NULL	128	NULL	NULL	-31	NULL	NULL	NULL
1172	Harm Other II	NULL	128	NULL	NULL	-7	NULL	NULL	NULL
1173	Harm Other III	NULL	128	NULL	NULL	-10	NULL	NULL	NULL
1174	Harm Other IV	NULL	128	NULL	NULL	-16	NULL	NULL	NULL
1175	Harm Other V	NULL	128	NULL	NULL	-24	NULL	NULL	NULL
1176	Harm Other VI	NULL	128	NULL	NULL	-33	NULL	NULL	NULL
1177	Revitalize Self I	NULL	256	NULL	NULL	15	NULL	NULL	NULL
1178	Revitalize Self II	NULL	256	NULL	NULL	20	NULL	NULL	NULL
1179	Revitalize Self III	NULL	256	NULL	NULL	30	NULL	NULL	NULL
1180	Revitalize Self IV	NULL	256	NULL	NULL	40	NULL	NULL	NULL
1181	Revitalize Self V	NULL	256	NULL	NULL	60	NULL	NULL	NULL
1182	Revitalize Self VI	NULL	256	NULL	NULL	80	NULL	NULL	NULL
1183	Revitalize Other I	NULL	256	NULL	NULL	15	NULL	NULL	NULL
1184	Revitalize Other II	NULL	256	NULL	NULL	20	NULL	NULL	NULL
1185	Revitalize Other III	NULL	256	NULL	NULL	30	NULL	NULL	NULL
1186	Revitalize Other IV	NULL	256	NULL	NULL	40	NULL	NULL	NULL
1187	Revitalize Other V	NULL	256	NULL	NULL	60	NULL	NULL	NULL
1188	Revitalize Other VI	NULL	256	NULL	NULL	80	NULL	NULL	NULL
1189	Enfeeble Self I	NULL	256	NULL	NULL	-7	NULL	NULL	NULL
1190	Enfeeble Self II	NULL	256	NULL	NULL	-7	NULL	NULL	NULL
1191	Enfeeble Self III	NULL	256	NULL	NULL	-16	NULL	NULL	NULL
1192	Enfeeble Self IV	NULL	256	NULL	NULL	-23	NULL	NULL	NULL
1193	Enfeeble Self V	NULL	256	NULL	NULL	-31	NULL	NULL	NULL
1194	Enfeeble Self VI	NULL	256	NULL	NULL	-38	NULL	NULL	NULL
1195	Enfeeble Other I	NULL	256	NULL	NULL	-7	NULL	NULL	NULL
1196	Enfeeble Other II	NULL	256	NULL	NULL	-10	NULL	NULL	NULL
1197	Enfeeble Other III	NULL	256	NULL	NULL	-16	NULL	NULL	NULL
1198	Enfeeble Other IV	NULL	256	NULL	NULL	-24	NULL	NULL	NULL
1199	Enfeeble Other V	NULL	256	NULL	NULL	-32	NULL	NULL	NULL
1200	Enfeeble Other VI	NULL	256	NULL	NULL	-39	NULL	NULL	NULL
1201	Mana Boost Self I	NULL	512	NULL	NULL	6	NULL	NULL	NULL
1202	Mana Boost Self II	NULL	512	NULL	NULL	11	NULL	NULL	NULL
1203	Mana Boost Self III	NULL	512	NULL	NULL	16	NULL	NULL	NULL
1204	Mana Boost Self IV	NULL	512	NULL	NULL	26	NULL	NULL	NULL
1205	Mana Boost Self V	NULL	512	NULL	NULL	38	NULL	NULL	NULL
1206	Mana Boost Self VI	NULL	512	NULL	NULL	51	NULL	NULL	NULL
1207	Mana Boost Other I	NULL	512	NULL	NULL	6	NULL	NULL	NULL
1208	Mana Boost Other II	NULL	512	NULL	NULL	11	NULL	NULL	NULL
1209	Mana Boost Other III	NULL	512	NULL	NULL	16	NULL	NULL	NULL
1210	Mana Boost Other IV	NULL	512	NULL	NULL	26	NULL	NULL	NULL
1211	Mana Boost Other V	NULL	512	NULL	NULL	38	NULL	NULL	NULL
1212	Mana Boost Other VI	NULL	512	NULL	NULL	51	NULL	NULL	NULL
1213	Mana Drain Self I	NULL	512	NULL	NULL	-4	NULL	NULL	NULL
1214	Mana Drain Self II	NULL	512	NULL	NULL	-7	NULL	NULL	NULL
1215	Mana Drain Self III	NULL	512	NULL	NULL	-10	NULL	NULL	NULL
1216	Mana Drain Self IV	NULL	512	NULL	NULL	-16	NULL	NULL	NULL
1217	Mana Drain Self V	NULL	512	NULL	NULL	-23	NULL	NULL	NULL
1218	Mana Drain Self VI	NULL	512	NULL	NULL	-31	NULL	NULL	NULL
1219	Mana Drain Other I	NULL	512	NULL	NULL	-4	NULL	NULL	NULL
1220	Mana Drain Other II	NULL	512	NULL	NULL	-7	NULL	NULL	NULL
1221	Mana Drain Other III	NULL	512	NULL	NULL	-10	NULL	NULL	NULL
1222	Mana Drain Other IV	NULL	512	NULL	NULL	-16	NULL	NULL	NULL
1223	Mana Drain Other V	NULL	512	NULL	NULL	-24	NULL	NULL	NULL
1224	Mana Drain Other VI	NULL	512	NULL	NULL	-32	NULL	NULL	NULL
1225	Infuse Health Other I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1226	Infuse Health Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1227	Infuse Health Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1228	Infuse Health Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1229	Infuse Health Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1230	Infuse Health Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1237	Drain Health Other I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1238	Drain Health Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1239	Drain Health Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1240	Drain Health Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1241	Drain Health Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1242	Drain Health Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1243	Infuse Stamina Other I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1244	Infuse Stamina Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1245	Infuse Stamina Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1246	Infuse Stamina Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1247	Infuse Stamina Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1248	Infuse Stamina Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1249	Drain Stamina Other I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1250	Drain Stamina Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1251	Drain Stamina Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1252	Drain Stamina Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1253	Drain Stamina Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1254	Drain Stamina Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1255	Infuse Mana Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1256	Infuse Mana Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1257	Infuse Mana Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1258	Infuse Mana Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1259	Infuse Mana Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1260	Drain Mana Other I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1261	Drain Mana Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1262	Drain Mana Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1263	Drain Mana Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1264	Drain Mana Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1265	Drain Mana Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1266	Health to Stamina Other I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1267	Health to Stamina Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1268	Health to Stamina Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1269	Health to Stamina Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1270	Health to Stamina Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1271	Health to Stamina Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1272	Health to Stamina Self I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1273	Health to Stamina Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1274	Health to Stamina Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1275	Health to Stamina Self IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1276	Health to Stamina Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1277	Health to Stamina Self VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1278	Health to Mana Self I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1279	Health to Mana Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1280	Health to Mana Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1281	Health to Mana Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1282	Health to Mana Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1283	Health to Mana Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1284	Mana to Health Other I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1285	Mana to Health Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1286	Mana to Health Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1287	Mana to Health Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1288	Mana to Health Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1289	Mana to Health Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1290	Mana to Health Self I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1291	Mana to Health Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1292	Mana to Health Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1293	Mana to Health Self IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1294	Mana to Health Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1295	Mana to Health Self VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1296	Mana to Stamina Self I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1297	Mana to Stamina Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1298	Mana to Stamina Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1299	Mana to Stamina Self IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1300	Mana to Stamina Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1301	Mana to Stamina Self VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1302	Mana to Stamina Other I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1303	Mana to Stamina Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1304	Mana to Stamina Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1305	Mana to Stamina Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1306	Mana to Stamina Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1307	Mana to Stamina Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1308	Armor Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1309	Armor Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1310	Armor Self IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1311	Armor Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1312	Armor Self VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1313	Armor Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1314	Armor Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1315	Armor Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1316	Armor Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1317	Armor Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1318	Imperil Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1319	Imperil Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1320	Imperil Self IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1321	Imperil Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1322	Imperil Self VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1323	Imperil Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1324	Imperil Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1325	Imperil Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1326	Imperil Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1327	Imperil Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1328	Strength Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1329	Strength Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1330	Strength Self IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1331	Strength Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1332	Strength Self VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1333	Strength Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1334	Strength Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1335	Strength Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1336	Strength Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1337	Strength Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1339	Weakness Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1340	Weakness Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1341	Weakness Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1342	Weakness Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1343	Weakness Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1344	Weakness Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1345	Weakness Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1346	Weakness Self IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1347	Weakness Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1348	Weakness Self VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1349	Endurance Self I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1350	Endurance Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1351	Endurance Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1352	Endurance Self IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1353	Endurance Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1354	Endurance Self VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1355	Endurance Other I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1356	Endurance Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1357	Endurance Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1358	Endurance Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1359	Endurance Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1360	Endurance Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1361	Frailty Self I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1362	Frailty Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1363	Frailty Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1364	Frailty Self IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1365	Frailty Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1366	Frailty Self VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1367	Frailty Other I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1368	Frailty Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1369	Frailty Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1370	Frailty Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1371	Frailty Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1372	Frailty Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1373	Coordination Self I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1374	Coordination Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1375	Coordination Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1376	Coordination Self IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1377	Coordination Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1378	Coordination Self VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1379	Coordination Other I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1380	Coordination Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1381	Coordination Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1382	Coordination Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1383	Coordination Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1384	Coordination Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1385	Clumsiness Self I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1386	Clumsiness Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1387	Clumsiness Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1388	Clumsiness Self IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1389	Clumsiness Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1390	Clumsiness Self VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1391	Clumsiness Other I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1392	Clumsiness Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1393	Clumsiness Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1394	Clumsiness Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1395	Clumsiness Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1396	Clumsiness Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1397	Quickness Self I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1398	Quickness Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1399	Quickness Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1400	Quickness Self IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1401	Quickness Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1402	Quickness Self VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1403	Quickness Other I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1404	Quickness Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1405	Quickness Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1406	Quickness Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1407	Quickness Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1408	Quickness Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1409	Slowness Self I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1410	Slowness Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1411	Slowness Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1412	Slowness Self IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1413	Slowness Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1414	Slowness Self VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1415	Slowness Other I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1416	Slowness Other II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1417	Slowness Other III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1418	Slowness Other IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1419	Slowness Other V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1420	Slowness Other VI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1421	Focus Self I	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1422	Focus Self II	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1423	Focus Self III	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1424	Focus Self IV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1425	Focus Self V	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
